    2.4000         0
    2.6000   -1.3000
    3.2000   -2.7000
    3.6000         0
    4.0000   -2.7000
    6.2000   -2.7000
    6.6000   -2.7000
    6.8000   -1.3000
    7.8000   -2.7000
    8.2000   -2.7000
    8.8000   -1.3000
    8.8000   -2.7000
    9.6000   -2.7000
   10.0000   -2.7000
   10.2000   -5.4000
   10.6000   -2.7000
   11.0000   -5.4000
   11.4000         0
   13.2000   -2.7000
   13.6000   -2.7000
   13.8000         0
   14.6000  -13.3000
   14.6000   -5.4000
   14.6000   -5.4000
   14.6000   -9.3000
   14.6000  -16.0000
   14.6000  -22.8000
   14.8000   -2.7000
   15.4000  -22.8000
   15.4000  -32.1000
   15.4000  -53.5000
   15.4000  -54.9000
   15.6000  -40.2000
   15.5000  -21.5000
   15.8000  -21.5000
   15.8000  -50.8000
   16.0000  -42.9000
   16.0000  -26.8000
   16.2000  -21.5000
   16.2000  -50.8000
   16.2000  -61.7000
   16.4000   -5.4000
   16.4000  -80.4000
   16.6000  -59.0000
   16.8000  -71.0000
   16.8000  -91.1000
   16.8000  -77.7000
   17.6000  -37.5000
   17.6000  -85.6000
   17.6000 -123.1000
   17.6000 -101.9000
   17.8000  -99.1000
   17.8000 -104.4000
   18.6000 -112.5000
   18.6000  -50.8000
   19.2000 -123.1000
   19.4000  -85.6000
   19.4000  -72.3000
   19.6000 -127.2000
   20.2000 -123.1000
   20.4000 -117.9000
   21.2000 -134.0000
   21.4000 -101.9000
   21.8000 -108.4000
   22.0000 -123.1000
   23.2000 -123.1000
   23.4000 -128.5000
   24.0000 -112.5000
   24.2000  -95.1000
   24.2000  -81.8000
   24.6000  -53.5000
   25.0000  -64.4000
   25.0000  -57.6000
   25.4000  -72.3000
   25.4000  -44.3000
   25.6000  -26.8000
   26.0000   -5.4000
   26.2000 -107.1000
   26.2000  -21.5000
   26.4000  -65.6000
   27.0000  -16.0000
   27.2000  -45.6000
   27.2000  -24.2000
   27.2000    9.5000
   27.6000    4.0000
   28.2000   12.0000
   28.4000  -21.5000
   28.4000   37.5000
   28.6000   46.9000
   29.4000  -17.4000
   30.2000   36.2000
   31.0000   75.0000
   31.2000    8.1000
   32.0000   54.9000
   32.0000   48.2000
   32.8000   46.9000
   33.4000   16.0000
   33.8000   45.6000
   34.4000    1.3000
   34.8000   75.0000
   35.2000  -16.0000
   35.2000  -54.9000
   35.4000   69.6000
   35.6000   34.8000
   35.6000   32.1000
   36.2000  -37.5000
   36.2000   22.8000
   38.0000   46.9000
   38.0000   10.7000
   39.2000    5.4000
   39.4000   -1.3000
   40.0000  -21.5000
   40.4000  -13.3000
   41.6000   30.8000
   41.6000  -10.7000
   42.4000   29.4000
   42.8000         0
   42.8000  -10.7000
   43.0000   14.7000
   44.0000   -1.3000
   44.4000         0
   45.0000   10.7000
   46.6000   10.7000
   47.8000  -26.8000
   47.8000  -14.7000
   48.8000  -13.3000
   50.6000         0
   52.0000   10.7000
   53.2000  -14.7000
   55.0000   -2.7000
   55.0000   10.7000
   55.4000   -2.7000
   57.6000   10.7000
